LGA_NAME22,name,lat,lon
Wollongong Hospital,"Loftus Street, Wollongong",-34.4248336,150.8931132
Dr Peter Moloney - Neurosurgeon,"85-87 Smith Street, Wollongong",-34.4248336,150.8931132
Ear Clean Clinic,"Diamond Plaza, 7B/65-67 Burelli Street, Wollongong",-34.4248336,150.8931132
Sonic HealthPlus Wollongong,"21-23 Denison Street, Wollongong",-34.4248336,150.8931132
Ochre Medical Centre Wollongong,"Level 1/51 Crown Street, Wollongong",-34.4248336,150.8931132
crown skin cancer clinic,"2/332 Crown Street, Wollongong",-34.4248336,150.8931132
City Medical Centre Wollongong,"336 Crown Street, Wollongong",-34.4248336,150.8931132
Illawarra Family Medical Centre,"Floor 1/338-340 Crown Street, Wollongong",-34.4248336,150.8931132
Wollongong Medical Centre,"237-241 Crown Street, Wollongong",-34.4248336,150.8931132
Darling Street Health Centre,"Level 1, 51 Darling St, Wollongong",-34.4248336,150.8931132
C Rafin & Co PTY LTD,"11 West Street, Wollongong",-34.4248336,150.8931132
"South Coast Private, Mental Health Hospital","112 Burelli Street, Wollongong",-34.4248336,150.8931132
Illawarra Radiology Group (Medical Centre X-Ray only),"237/241 Crown Street, Wollongong",-34.4248336,150.8931132
Wollongong Accident and Medical Centre,"1/128-134 Crown Street, Wollongong",-34.4248336,150.8931132
Wollongong Naturopathics,"126 Crown Street, Wollongong",-34.4248336,150.8931132
Everyday Family Medical Centre,"121/123 Keira Street, Wollongong",-34.4248336,150.8931132
methadone clinic,Wollongong,-34.4248336,150.8931132
Denison Clinic,"5/4-10 Auburn Street, Wollongong",-34.4248336,150.8931132
Illawarra Specialist Healthcare,"50 Church Street, Wollongong",-34.4248336,150.8931132
Oxford Medical Centre,"shop 8/363 Crown Street, Wollongong",-34.4248336,150.8931132
Sans Souci Medical Practice,"Shops 1-5, 410/420 Rocky Point Road, Sans Souci",-33.9884318,151.1371772
Sans Souci Doctors,"39 Campbell Street, Sans Souci",-33.9884318,151.1371772
Macquarie University Summer Hill Chiropractic Clinic & Research Centre,"40 Lackey Street, Summer Hill",-33.8884318,151.1371772
The Sydney Private Hospital,"63 Victoria Street, Ashfield",-33.8884318,151.1371772
Centurion Healthcare,"32 Elizabeth Street, Ashfield",-33.8884318,151.1371772
Marinucci Medical Centre,"68 Ramsay Street, Haberfield",-33.8884318,151.1371772
Mecca of IB Psychology,"59 Prospect Road, Summer Hill",-33.8884318,151.1371772
Kiora,Haberfield,-33.8884318,151.1371772
Wolper Jewish Hospital,"8 Trelawney Street, Woollahra",-33.8884318,151.2371772
The Children's Clinic,"The Waverley, Suite 8, Level 2/79-85 Oxford Street, Bondi Junction",-33.8884318,151.2371772
Sydney Cognitive Development Centre,"1/35 Spring Street, Bondi Junction",-33.8884318,151.2371772
John Bell Pharmacy,"4-6 Oxford Street, Woollahra",-33.8884318,151.2371772
Woollahra Doctors,"above Wholefoods House, level 1/112 Queen Street, Woollahra",-33.8884318,151.2371772
Body Balancing,"27 Queen Street, Woollahra",-33.8884318,151.2371772
Bondi Junction Private Hospital,"Level 1/21 Spring Street, Bondi Junction",-33.8884318,151.2371772
Edgecliff Medical Centre,"235/285 New South Head Road, Edgecliff",-33.8884318,151.2371772
Key Health Bondi Junction,"47 Spring Street, Bondi Junction",-33.8884318,151.2371772
Spring Street General Practice,"47 Spring Street, Bondi Junction",-33.8884318,151.2371772
New Concept Surgery,"Suite 3 Level 3/1 Rowe Street, Bondi Junction",-33.8884318,151.2371772
Sydney Children's Ent,"l8/1 Newland Street, Bondi Junction",-33.8884318,151.2371772
Notre Dame Clinic,"160 Bettington Road, Carlingford",-33.7884318,151.0371772
